400.00,137054
400.00,137054
402.00,137203
400.00,137353
400.00,137353
405.00,137501
400.00,137651
400.00,137651
402.00,137800
400.00,137950
405.00,138098
405.00,138098
402.00,138247
402.00,138396
400.00,138546
405.00,138694
400.00,138844
402.00,138993
402.00,138993
400.00,139143
405.00,139291
400.00,139441
402.00,139590
400.00,139740
400.00,139740
405.00,139888
405.00,139888
402.00,140037
402.00,140186
400.00,140336
405.00,140484
400.00,140634
400.00,140634
405.00,140782
405.00,140782
400.00,140932
400.00,140932
402.00,141081
402.00,141081
402.00,141230
402.00,141379
400.00,141529
402.00,141678
402.00,141827
402.00,141976
402.00,141976
402.00,142125
402.00,142274
400.00,142424
405.00,142572
405.00,142572
402.00,142721
402.00,142870
400.00,143020
405.00,143168
400.00,143318
402.00,143467
400.00,143617
405.00,143765
400.00,143915
400.00,143915
405.00,144063
402.00,144212
400.00,144362
405.00,144510
400.00,144660
402.00,144809
402.00,144809
400.00,144959
400.00,144959
405.00,145107
400.00,145257
400.00,145257
402.00,145406
400.00,145556
405.00,145704
400.00,145854
402.00,146003
402.00,146003
400.00,146153
402.00,146302
402.00,146302
402.00,146451
402.00,146600
400.00,146750
400.00,146750
402.00,146899
402.00,147048
402.00,147048
405.00,147196
405.00,147196
402.00,147345
402.00,147494
402.00,147494
402.00,147643
402.00,147792
400.00,147942
402.00,148091
402.00,148240
402.00,148389
400.00,148539
400.00,148539
402.00,148688
402.00,148837
402.00,148837
405.00,148985
400.00,149135
402.00,149284
400.00,149434
400.00,149434
405.00,149582
405.00,149582
402.00,149731
402.00,149880
400.00,150030
405.00,150178
405.00,150178
402.00,150327
402.00,150327
405.00,150475
400.00,150625
402.00,150774
402.00,150923
402.00,151072
402.00,151072
400.00,151222
400.00,151222
402.00,151371
402.00,151520
402.00,151669
400.00,151819
400.00,151819
402.00,151968
402.00,152117
402.00,152266
400.00,152416
402.00,152565
402.00,152565
402.00,152714
402.00,152863
402.00,152863
402.00,153012
402.00,153161
400.00,153311
405.00,153459
405.00,153459
402.00,153608
402.00,153757
400.00,153907
405.00,154055
405.00,154055
402.00,154204
402.00,154353
400.00,154503
400.00,154503
405.00,154651
400.00,154801
400.00,154801
405.00,154949
400.00,155099
402.00,155248
402.00,155397
402.00,155546
400.00,155696
400.00,155696
402.00,155845
402.00,155845
400.00,155995
405.00,156143
405.00,156143
402.00,156292
402.00,156441
400.00,156591
405.00,156739
405.00,156739
402.00,156888
402.00,157037
400.00,157187
402.00,157336
402.00,157336
402.00,157485
402.00,157485
405.00,157633
400.00,157783
402.00,157932
402.00,158081
402.00,158230
400.00,158380
402.00,158529
402.00,158529
400.00,158679
405.00,158827
400.00,158977
402.00,159126
400.00,159276
402.00,159425
402.00,159574
402.00,159723
402.00,159723
402.00,159872
402.00,159872
402.00,160021
400.00,160171
400.00,160171
405.00,160319
402.00,160468
400.00,160618
400.00,160768
400.00,160768
402.00,160917
405.00,161065
400.00,161215
402.00,161364
400.00,161514
400.00,161514
405.00,161662
405.00,161662
402.00,161811
402.00,161960
400.00,162110
402.00,162259
402.00,162408
402.00,162408
405.00,162556
405.00,162556
402.00,162705
402.00,162705
402.00,162854
400.00,163004
400.00,163004
405.00,163152
400.00,163302
402.00,163451
400.00,163601
400.00,163601
402.00,163750
402.00,163750
402.00,163899
402.00,164048
400.00,164198
400.00,164198
402.00,164347
402.00,164496
402.00,164496
405.00,164644
405.00,164644
402.00,164793
402.00,164793
402.00,164942
400.00,165092
405.00,165240
400.00,165390
400.00,165390
405.00,165538
400.00,165688
400.00,165688
405.00,165836
400.00,165986
402.00,166135
400.00,166285
402.00,166434
402.00,166583
402.00,166732
400.00,166882
400.00,166882
402.00,167031
400.00,167181
405.00,167329
405.00,167329
402.00,167478
402.00,167478
405.00,167626
405.00,167626
400.00,167776
402.00,167925
402.00,168074
402.00,168223
402.00,168223
402.00,168372
402.00,168521
400.00,168671
405.00,168819
400.00,168969
402.00,169118
400.00,169268
405.00,169416
405.00,169416
402.00,169565
402.00,169565
405.00,169713
405.00,169713
400.00,169863
400.00,169863
402.00,170012
402.00,170161
402.00,170310
402.00,170310
402.00,170459
402.00,170459
402.00,170608
402.00,170608
400.00,170758
405.00,170906
405.00,170906
402.00,171055
402.00,171204
402.00,171204
400.00,171354
405.00,171502
405.00,171502
402.00,171651
402.00,171800
