Frequencia,tempo
800.00,11215
789.00,11291
789.00,11367
789.00,11443
800.00,11518
800.00,11518
800.00,11593
789.00,11669
789.00,11669
789.00,11745
789.00,11821
800.00,11896
789.00,11972
789.00,12048
789.00,12124
800.00,12199
800.00,12199
789.00,12275
800.00,12350
789.00,12426
789.00,12502
800.00,12577
789.00,12653
789.00,12729
789.00,12805
800.00,12880
800.00,12955
789.00,13031
789.00,13107
789.00,13107
810.00,13181
789.00,13257
789.00,13333
789.00,13333
789.00,13409
789.00,13409
789.00,13485
800.00,13560
789.00,13636
800.00,13711
789.00,13787
800.00,13862
789.00,13938
789.00,14014
789.00,14090
789.00,14166
789.00,14166
800.00,14241
789.00,14317
800.00,14392
789.00,14468
800.00,14543
789.00,14619
789.00,14619
789.00,14695
789.00,14771
800.00,14846
789.00,14922
789.00,14998
789.00,15074
789.00,15150
810.00,15224
789.00,15300
789.00,15376
789.00,15452
800.00,15527
789.00,15603
789.00,15679
800.00,15754
779.00,15831
810.00,15905
789.00,15981
789.00,16057
789.00,16057
789.00,16133
800.00,16208
789.00,16284
789.00,16360
789.00,16436
789.00,16512
810.00,16586
789.00,16662
789.00,16738
789.00,16814
800.00,16889
789.00,16965
789.00,17041
789.00,17117
800.00,17192
800.00,17267
800.00,17267
800.00,17342
789.00,17418
789.00,17494
800.00,17569
789.00,17645
789.00,17721
789.00,17721
789.00,17797
800.00,17872
800.00,17872
789.00,17948
789.00,18024
800.00,18099
800.00,18174
789.00,18250
789.00,18326
789.00,18402
789.00,18478
789.00,18478
800.00,18553
789.00,18629
789.00,18705
789.00,18781
810.00,18855
789.00,18931
789.00,19007
789.00,19083
789.00,19159
800.00,19234
789.00,19310
789.00,19386
789.00,19462
800.00,19537
800.00,19537
789.00,19613
789.00,19689
800.00,19764
789.00,19840
800.00,19915
789.00,19991
789.00,19991
800.00,20066
800.00,20066
789.00,20142
800.00,20217
789.00,20293
789.00,20369
789.00,20445
789.00,20445
800.00,20520
800.00,20595
789.00,20671
789.00,20747
789.00,20823
800.00,20898
800.00,20898
789.00,20974
789.00,21050
789.00,21126
800.00,21201
789.00,21277
789.00,21353
789.00,21429
789.00,21505
800.00,21580
800.00,21655
789.00,21731
789.00,21807
800.00,21882
789.00,21958
789.00,22034
789.00,22110
800.00,22185
789.00,22261
789.00,22261
789.00,22337
789.00,22413
789.00,22489
789.00,22489
810.00,22563
779.00,22640
800.00,22715
789.00,22791
800.00,22866
789.00,22942
789.00,23018
789.00,23094
789.00,23170
800.00,23245
789.00,23321
789.00,23397
789.00,23397
789.00,23473
800.00,23548
789.00,23624
789.00,23624
800.00,23699
789.00,23775
789.00,23851
800.00,23926
789.00,24002
789.00,24078
789.00,24154
800.00,24229
789.00,24305
789.00,24305
789.00,24381
789.00,24457
800.00,24532
789.00,24608
789.00,24608
789.00,24684
789.00,24760
789.00,24836
810.00,24910
789.00,24986
789.00,25062
789.00,25062
800.00,25137
800.00,25212
789.00,25288
789.00,25364
789.00,25440
789.00,25516
800.00,25591
789.00,25667
789.00,25743
789.00,25819
789.00,25819
800.00,25894
789.00,25970
789.00,26046
789.00,26122
810.00,26196
779.00,26273
800.00,26348
789.00,26424
789.00,26424
800.00,26499
800.00,26574
789.00,26650
789.00,26726
789.00,26802
800.00,26877
789.00,26953
789.00,27029
789.00,27105
789.00,27181
800.00,27256
789.00,27332
789.00,27408
789.00,27484
800.00,27559
789.00,27635
789.00,27635
800.00,27710
789.00,27786
789.00,27862
800.00,27937
800.00,27937
800.00,28012
789.00,28088
789.00,28164
800.00,28239
789.00,28315
789.00,28391
789.00,28467
800.00,28542
789.00,28618
789.00,28694
789.00,28770
789.00,28770
789.00,28846
800.00,28921
800.00,28921
789.00,28997
789.00,28997
789.00,29073
789.00,29149
800.00,29224
800.00,29299
800.00,29299
800.00,29374
789.00,29450
789.00,29526
800.00,29601
800.00,29601
800.00,29676
789.00,29752
789.00,29828
800.00,29903
789.00,29979
789.00,30055
789.00,30131
800.00,30206
800.00,30206
789.00,30282
789.00,30358
789.00,30434
789.00,30510
800.00,30585
789.00,30661
789.00,30661
789.00,30737
789.00,30813
810.00,30887
789.00,30963
789.00,31039
789.00,31115
789.00,31191
800.00,31266
789.00,31342
789.00,31418
789.00,31494
800.00,31569
789.00,31645
789.00,31721
789.00,31797
789.00,31873
800.00,31948
789.00,32024
789.00,32100
800.00,32175
789.00,32251
789.00,32327
800.00,32402
789.00,32478
800.00,32553
789.00,32629
789.00,32705
789.00,32781
789.00,32857
800.00,32932
789.00,33008
789.00,33084
789.00,33160
789.00,33160
800.00,33235
789.00,33311
789.00,33387
789.00,33463
789.00,33539
800.00,33614
800.00,33689
789.00,33765
789.00,33765
800.00,33840
800.00,33840
810.00,33914
810.00,33914
800.00,33989
789.00,34065
789.00,34141
800.00,34216
789.00,34292
789.00,34368
789.00,34444
789.00,34520
800.00,34595
789.00,34671
789.00,34747
800.00,34822
800.00,34897
789.00,34973
789.00,35049
789.00,35125
789.00,35201
800.00,35276
789.00,35352
789.00,35428
789.00,35504
800.00,35579
789.00,35655
789.00,35731
789.00,35807
789.00,35883
800.00,35958
800.00,36033
789.00,36109
789.00,36185
800.00,36260
789.00,36336
789.00,36412
789.00,36488
800.00,36563
789.00,36639
789.00,36715
789.00,36791
800.00,36866
800.00,36941
789.00,37017
789.00,37093
789.00,37169
800.00,37244
789.00,37320
789.00,37396
789.00,37396
789.00,37472
789.00,37548
800.00,37623
800.00,37623
789.00,37699
800.00,37774
789.00,37850
800.00,37925
789.00,38001
789.00,38077
789.00,38153
800.00,38228
789.00,38304
789.00,38380
789.00,38456
789.00,38532
789.00,38532
800.00,38607
789.00,38683
789.00,38759
800.00,38834
800.00,38909
800.00,38909
789.00,38985
789.00,38985
789.00,39061
789.00,39137
789.00,39213
800.00,39288
789.00,39364
789.00,39440
789.00,39516
800.00,39591
800.00,39591
800.00,39666
789.00,39742
789.00,39818
789.00,39894
789.00,39894
800.00,39969
789.00,40045
789.00,40121
789.00,40197
800.00,40272
789.00,40348
789.00,40424
800.00,40499
800.00,40574
789.00,40650
789.00,40726
789.00,40802
789.00,40878
800.00,40953
800.00,40953
789.00,41029
789.00,41105
789.00,41181
800.00,41256
800.00,41331
789.00,41407
789.00,41407
800.00,41482
789.00,41558
800.00,41633
789.00,41709
789.00,41785
789.00,41861
800.00,41936
789.00,42012
800.00,42087
789.00,42163
800.00,42238
789.00,42314
789.00,42314
800.00,42389
789.00,42465
789.00,42541
800.00,42616
789.00,42692
789.00,42768
789.00,42844
810.00,42918
810.00,42918
800.00,42993
789.00,43069
789.00,43145
800.00,43220
789.00,43296
789.00,43372
789.00,43448
789.00,43524
800.00,43599
800.00,43674
789.00,43750
789.00,43826
800.00,43901
789.00,43977
789.00,44053
789.00,44129
789.00,44205
789.00,44205
800.00,44280
789.00,44356
789.00,44356
789.00,44432
800.00,44507
800.00,44582
789.00,44658
789.00,44658
800.00,44733
789.00,44809
800.00,44884
789.00,44960
789.00,45036
789.00,45036
789.00,45112
789.00,45188
810.00,45262
789.00,45338
789.00,45414
789.00,45490
800.00,45565
789.00,45641
789.00,45717
789.00,45793
789.00,45793
789.00,45869
800.00,45944
800.00,46019
789.00,46095
789.00,46171
800.00,46246
800.00,46246
789.00,46322
789.00,46398
789.00,46474
789.00,46474
789.00,46550
800.00,46625
800.00,46700
789.00,46776
789.00,46852
800.00,46927
789.00,47003
789.00,47079
789.00,47155
800.00,47230
789.00,47306
800.00,47381
789.00,47457
789.00,47533
800.00,47608
789.00,47684
789.00,47760
789.00,47836
800.00,47911
789.00,47987
800.00,48062
789.00,48138
789.00,48214
800.00,48289
789.00,48365
789.00,48441
789.00,48517
800.00,48592
789.00,48668
789.00,48668
789.00,48744
800.00,48819
800.00,48894
789.00,48970
789.00,49046
789.00,49122
789.00,49198
800.00,49273
800.00,49273
789.00,49349
789.00,49425
789.00,49501
810.00,49575
789.00,49651
789.00,49727
789.00,49803
789.00,49879
800.00,49954
789.00,50030
789.00,50106
800.00,50181
800.00,50256
789.00,50332
789.00,50408
789.00,50484
789.00,50560
800.00,50635
789.00,50711
789.00,50787
789.00,50787
789.00,50863
810.00,50937
789.00,51013
789.00,51089
789.00,51165
800.00,51240
789.00,51316
789.00,51392
789.00,51468
789.00,51544
800.00,51619
789.00,51695
800.00,51770
789.00,51846
789.00,51846
810.00,51920
789.00,51996
789.00,52072
789.00,52148
789.00,52224
800.00,52299
789.00,52375
789.00,52451
800.00,52526
800.00,52526
810.00,52600
789.00,52676
789.00,52752
789.00,52828
800.00,52903
789.00,52979
789.00,53055
789.00,53131
789.00,53207
800.00,53282
800.00,53357
789.00,53433
789.00,53509
800.00,53584
789.00,53660
789.00,53736
789.00,53812
789.00,53888
800.00,53963
789.00,54039
800.00,54114
789.00,54190
800.00,54265
789.00,54341
789.00,54417
789.00,54493
800.00,54568
789.00,54644
789.00,54720
789.00,54796
789.00,54872
810.00,54946
810.00,54946
800.00,55021
789.00,55097
789.00,55173
800.00,55248
789.00,55324
789.00,55400
789.00,55476
789.00,55552
789.00,55552
800.00,55627
789.00,55703
789.00,55703
800.00,55778
789.00,55854
800.00,55929
800.00,55929
800.00,56004
789.00,56080
789.00,56156
800.00,56231
789.00,56307
789.00,56383
789.00,56459
800.00,56534
800.00,56609
789.00,56685
789.00,56761
789.00,56837
800.00,56912
789.00,56988
789.00,56988
789.00,57064
789.00,57064
789.00,57140
789.00,57216
800.00,57291
800.00,57366
789.00,57442
789.00,57518
800.00,57593
789.00,57669
789.00,57669
789.00,57745
789.00,57821
800.00,57896
789.00,57972
789.00,58048
789.00,58124
800.00,58199
800.00,58274
